,category,description,photo,price,productName
114,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/pl_lampy-azzardo,111.html"" title=""Azzardo"">Azzardo</a></p><p><strong>Wykonanie:</strong> Metal</p>
<p><strong>Kolor:</strong> do wyboru:</p>
<p>- biały AZ1234</p>
<p>- czarny AZ1235</p>
<p>- chrom AZ1346</p>
<p><strong>Źródło światła:</strong> 1 x GU10 max 50W - nie w komplecie</p>
<p><strong>Wymiary:</strong></p>
<p>Średnica: 12 cm</p>",https://www.cudownelampy.pl/files/kinkiet-oprawa-gulia-azzardo-fh5951bcb-120-1-(kolor-do-wyboru).jpg,179.00,Kinkiet / oprawa GULIA Azzardo FH5951BCB-120-1 (kolor do wyboru)
115,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/italux.html"" title=""Italux"">Italux</a></p><p><strong>Wykonanie:</strong> Metal</p>
<p><strong>Kolor:</strong> chrom</p>
<p><strong>Źródło światła:</strong> 1 x GU10 max 50W - w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Średnica: 13 cm</p>",https://www.cudownelampy.pl/files/kinkiet-oprawa-james-italux-fh5951-spx-120.jpg,106.00,Kinkiet / oprawa JAMES Italux FH5951-SPX-120
116,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/leuchten-direkt.html"" title=""Leuchten Direkt"">Leuchten Direkt</a></p><p><strong>Wykonanie: </strong>metal / chrom</p>
<p><strong>Źródło światła:</strong> 5 x 2,4W LED  (18lm) - w komplecie</p>
<p><strong>Wymiary:</strong></p>
<p>Szerokość: 48 cm x 11 cm</p>
<p><strong>Nowy, w oryginalnym opakowaniu</strong></p>",https://www.cudownelampy.pl/files/kinkiet-oprawa-themisto-led-leuchten-direkt-11217-55.jpg,289.00,Kinkiet / oprawa THEMISTO LED Leuchten Direkt 11217-55
117,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/milagro.html"" title=""Milagro"">Milagro</a></p><p>Wykończenie: biały</p>
<p>Materiał: metal</p>
<p>Moc: 6W LED</p>
<p>Strumień świetlny: 360 Lm</p>
<p>Głębokość: 20 cm</p>
<p>Wysokość: 10 cm</p>
<p>Szerokość: 10 cm</p>
<p>Barwa światła: 4000K</p>
<p>Polecamy również całą ofertę - <a href=""led.html"">lampy led</a>.</p>",https://www.cudownelampy.pl/files/kinkiet-360-led-milagro-ml3731.jpg,255.00,Kinkiet 360 LED Milagro ML3731
118,kinkiety,"<p><strong>Wykonanie:</strong> metal, tkanina, kryształy</p>
<p>Kolor: czarny, złoty</p>
<p><strong>Źródło światła:</strong> 1 x E14 max 40W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong> </p>
<p>Wysokość: 26 cm</p>
<p>Szerokość: 15 cm</p>
<p>Głębokość: 19 cm</p>",https://www.cudownelampy.pl/files/kinkiet-abbey-globo-15448w.jpg,139.90,Kinkiet ABBEY Globo 15448W
119,kinkiety,"<p><strong>Wykonanie:</strong> metal, drewno</p>
<p>Kolor: czarny + złoty</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong> </p>
<p>Szerokość: 15 cm</p>
<p>Wysokość: 20 cm</p>",https://www.cudownelampy.pl/files/kinkiet-adaja-globo-15452-1.jpg,185.90,Kinkiet ADAJA Globo 15452-1
120,kinkiety,"<p><strong>Wykonanie:</strong> metal, drewno</p>
<p>Kolor: czarny + złoty</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong> </p>
<p>Szerokość: 15 cm</p>
<p>Wysokość: 38 cm</p>",https://www.cudownelampy.pl/files/kinkiet-adaja-globo-15452w.jpg,215.90,Kinkiet ADAJA Globo 15452W
121,kinkiety,"<p><strong>Wykonanie:</strong> metal, drewno</p>
<p>Kolor: czarny, brąz</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G - A</p>
<p><strong>Wymiary:</strong> </p>
<p>Wysokość: 30 cm</p>
<p>Szerokość: 9 cm</p>
<p>Głębokość: 16,5 cm</p>",https://www.cudownelampy.pl/files/kinkiet-adalie-drewniany-globo-15455w.jpg,179.90,Kinkiet ADALIE drewniany Globo 15455W
122,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/pl_lampy-azzardo,111.html"" title=""Azzardo"">Azzardo</a></p><p><strong>Wykonanie:</strong> Metal, abażur</p>
<p><strong>Kolor:</strong> do wyboru:</p>
<p>- biały</p>
<p>- czarny</p>
<p>- szary</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Podano na rysunku technicznym</p>",https://www.cudownelampy.pl/files/kinkiet-adam-wall-azzardo-mb2299-s-white-black-(kolor-do-wyboru)[1].jpg,579.00,Kinkiet ADAM WALL Azzardo MB2299-S WHITE / BLACK (kolor do wyboru)
123,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/italux.html"" title=""Italux"">Italux</a></p><p>Materiał wykonania: Stop metalu, szkło</p>
<p>Kolor: Chrom</p>
<p>Długość: 24 cm</p>
<p>Szerokość: 18,5 cm</p>
<p>Wysokość: 7,5 cm</p>
<p>Źródło światła: 1 x LED 4W - w komplecie</p>",https://www.cudownelampy.pl/files/kinkiet-adamo-italux-w29534-1a.jpg,113.00,Kinkiet ADAMO Italux W29534-1A
124,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/lampy-rabalux.html"" title=""Rabalux"">Rabalux</a></p><p><strong>Wykonanie: </strong>metal, tworzywo sztuczne</p>
<p><strong>Kolor: </strong>szczotkowane aluminium</p>
<p><strong>Źródło światła: </strong>LED 5W zintegrowany</p>
<p>Barwa światła: 3000K</p>
<p>Lumeny: 400 lm</p>
<p><strong>Klasa energetyczna</strong>: F</p>
<p><strong>Wymiary:</strong></p>
<p>Szerokość: 20 cm</p>
<p>Wysokość: 7 cm</p>
<p>Gwarancja: 5 lat</p>",https://www.cudownelampy.pl/files/kinkiet-addison-led-rabalux-5757.jpg,158.99,Kinkiet ADDISON LED Rabalux 5757
125,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/nowodvorski-(technolux).html"" title=""Nowodvorski"">Nowodvorski</a></p><p>Wykonanie: Sklejka, PA</p>
<p>Źródło światła: 1 x GU10 max 35W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p>Wymiary:</p>
<p>Odległość od ściany: 12 cm</p>
<p>Średnica: 30 cm</p>
<p>Ciekawe <a href=""lampy-dla-dzieci.html"">lampy dla dzieci</a>, mnóstwo wzorów i kolorów na stronie CudowneLampy.pl!</p>",https://www.cudownelampy.pl/files/kinkiet-airplane-i-nowodvorski-6905.jpg,79.00,Kinkiet AIRPLANE I Nowodvorski 6905
126,kinkiety,"<p><strong>Wykonanie:</strong> metal</p>
<p>Kolor: brąz</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 40W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong> </p>
<p>Wysokość: 15 cm</p>
<p>Szerokość: 9 cm</p>
<p>Głębokość: 15 cm</p>
<p> </p>
<p> </p>",https://www.cudownelampy.pl/files/kinkiet-akin-globo-54801-1.jpg,66.90,Kinkiet AKIN Globo 54801-1
127,kinkiety,"<p><strong>Wykonanie:</strong> metal, kryształ szklany</p>
<p>Kolor: chrom, przeźroczysty</p>
<p><strong>Źródło światła:</strong> 1 x LED max 4W - zintegrowany</p>
<p>Barwa: 3000K</p>
<p>Lumeny: 200lm</p>
<p>Klasa energetyczna: A</p>
<p><strong>Wymiary:</strong> </p>
<p>Wysokość: 10,8 cm</p>
<p>Szerokość: 8 cm</p>
<p>z włącznikiem</p>",https://www.cudownelampy.pl/files/kinkiet-alaska-led-globo-56134-1.jpg,79.90,Kinkiet ALASKA LED Globo 56134-1
128,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/nowodvorski-(technolux).html"" title=""Nowodvorski"">Nowodvorski</a></p><p>ALASKA I kinkiet</p>
<p><strong>Wykonanie:</strong> abażur, stal chromowana</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 51 cm</p>
<p>Odległość od ściany: 24 cm</p>",https://www.cudownelampy.pl/files/kinkiet-alaska-led-globo-56134-1.jpg,268.50,Kinkiet ALASKA Nowodvorski 4465
129,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/milagro.html"" title=""Milagro"">Milagro</a></p><p>Wykończenie: biały</p>
<p>Materiał: metal, akryl</p>
<p>Moc: 5W LED (odpowiednik ok 31W)</p>
<p>Wymienny moduł led: Tak</p>
<p>Strumień świetlny: 350 Lm</p>
<p>Głębokość: 12 cm</p>
<p>Wysokość: 32 cm</p>
<p>Barwa światła: neutralna 4000K</p>",https://www.cudownelampy.pl/files/kinkiet-alba-led-milagro-ml191.jpg,109.00,Kinkiet ALBA LED Milagro ML191
130,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/lampy-rabalux.html"" title=""Rabalux"">Rabalux</a></p><p><strong>Wykonanie: </strong>metal</p>
<p><strong>Kolor: </strong>złoty, biały</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 9W - nie w komplecie</p>
<p><strong>Klasa energetyczna:</strong> E - A ++</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 18,5 cm</p>
<p>Szerokość: 18,5 cm</p>
<p> </p>",https://www.cudownelampy.pl/files/kinkiet-alberta-rabalux-5089.jpg,160.90,Kinkiet ALBERTA Rabalux 5089
131,kinkiety,"<p><strong>Wykonanie: </strong>metal, szkło</p>
<p><strong>Kolor: </strong>chrom, przeźroczysty</p>
<p><strong>Źródło światła:  </strong>LED 15W zintegrowany</p>
<p>Barwa światła: 3000K</p>
<p>Lumeny: 876 lm</p>
<p>Klasa energetyczna: A+</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 8,2 cm</p>
<p>Szerokość: 32,3 cm</p>
<p>Głębokość: 12 cm</p>
<p>Gwarancja: 5 lat</p>
<p>IP44</p>
<p> </p>
<p> </p>",https://www.cudownelampy.pl/files/kinkiet-alcorcon-led-ip44-globo-41539-15.jpg,370.90,Kinkiet ALCORCON LED IP44 Globo 41539-15
132,kinkiety,"<p><strong>Wykonanie: </strong>metal, szkło</p>
<p><strong>Kolor: </strong>chrom, przeźroczysty</p>
<p><strong>Źródło światła:  </strong>LED 18W zintegrowany</p>
<p>Barwa światła: 3000K</p>
<p>Lumeny: 889 lm</p>
<p>Klasa energetyczna: A+</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 8,2 cm</p>
<p>Szerokość: 42,3 cm</p>
<p>Głębokość: 12 cm</p>
<p>Gwarancja: 5 lat</p>
<p>IP44</p>
<p> </p>
<p> </p>",https://www.cudownelampy.pl/files/kinkiet-alcorcon-led-ip44-globo-41539-18.jpg,420.90,Kinkiet ALCORCON LED IP44 Globo 41539-18
133,kinkiety,"<p><strong>Wykonanie: </strong>metal, szkło</p>
<p><strong>Kolor: </strong>chrom, przeźroczysty</p>
<p><strong>Źródło światła:  </strong>LED 23W zintegrowany</p>
<p>Barwa światła: 3000K</p>
<p>Lumeny: 1267 lm</p>
<p>Klasa energetyczna: A+</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 8,2 cm</p>
<p>Szerokość: 62,3 cm</p>
<p>Głębokość: 12 cm</p>
<p>Gwarancja: 5 lat</p>
<p>IP44</p>
<p> </p>
<p> </p>",https://www.cudownelampy.pl/files/kinkiet-alcorcon-led-ip44-globo-41539-23.jpg,548.90,Kinkiet ALCORCON LED IP44 Globo 41539-23
134,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/maytoni.html"" title=""Maytoni"">Maytoni</a></p><p>Materiał: metal, abażur biały, szkło</p>
<p>Kolor: nikiel</p>
<p>Źródło światła: 1 x E14 max 40W - nie w komplecie</p>
<p>Klasa energetyczna G - A</p>
<p>Wysokość: 26 cm</p>
<p>Szerokość: 17 cm</p>
<p>Głębokość: 26 cm</p>
<p> </p>",https://www.cudownelampy.pl/files/kinkiet-alicante-maytoni-mod014wl-01n.jpg,325.00,Kinkiet ALICANTE Maytoni MOD014WL-01N
135,kinkiety,"<p><strong>Wykonanie:</strong> metal, szkło, kryształy K5</p>
<p>Kolor: niklowy, opalizowany</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong> </p>
<p>Wysokość: 19 cm</p>
<p>Szerokość: 17 cm</p>
<p> </p>",https://www.cudownelampy.pl/files/kinkiet-alivia-globo-40414-1w.jpg,50.90,Kinkiet ALIVIA Globo 40414-1W
136,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/milagro.html"" title=""Milagro"">Milagro</a></p><p><strong>Wykonanie</strong>: Metal</p>
<p>Kolor do wyboru:</p>
<p>- czarny</p>
<p>- biały</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Odległość od ściany: 30 cm</p>
<p>Wysokość: 38 cm</p>
<p>Szerokość: 25 cm</p>",https://www.cudownelampy.pl/files/kinkiet-alma-milagro-mlp8966-mlp8961-kolor-do-wyboru.jpg,85.00,Kinkiet ALMA Milagro MLP8966 MLP8961 - kolor do wyboru
137,kinkiety,"<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/milagro.html"" title=""Milagro"">Milagro</a></p><p><strong>Wykonanie</strong>: Metal, tkanina, tworzywo sztuczne</p>
<p>Kolor: czarny, chrom</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Odległość od ściany: 28 cm</p>
<p>Wysokość abażura: 23 cm</p>
<p>Szerokość: 15 cm</p>",https://www.cudownelampy.pl/files/kinkiet-almeria-black-chrome-milagro-mlp6428.jpg,202.00,Kinkiet ALMERIA BLACK/CHROME Milagro MLP6428
138,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/honsel.html"" title=""Honsel"">Honsel</a></p><p><strong>Wykonanie:</strong> ceramika, abażur</p>
<p>Kolor: siwy</p>
<p><strong>Źródło światła:</strong> 1 x E14 max 30W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 45 cm</p>
<p>Średnica: 30 cm</p>
<p>Dobrze dobrana <a href=""lampy-stolowe.html"">lampa stołowa</a> nadaje pomieszczeniu nowy wygląd i indywidualny charakter.</p>",https://www.cudownelampy.pl/files/lampa-stolowa-bedford-honsel-56181.jpg,199.00,Lampa stołowa BEDFORD Honsel 56181
139,"pl_lampy-stolowe,25","<p><strong>Produkt:</strong> Lampa stołowa BELLEVUE firmy Wofi 8100.02.01.0000</p>
<p>Kolor: chrom</p>
<p><strong>Wykonanie:</strong> Metal, szkło</p>
<p><strong>Źródło światła:</strong> 2 x GY6,35 max 35W - w komplecie</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 38 cm </p>
<p>Szerokość: 39 cm</p>
<p>Dobrze dobrana <a href=""lampy-stolowe.html"">lampa stołowa</a> nadaje pomieszczeniu nowy wygląd i indywidualny charakter.</p>",https://www.cudownelampy.pl/files/lampa-stolowa-bellevue-wofi-810002.jpg,169.00,Lampa stołowa BELLEVUE Wofi 8100.02
140,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/honsel.html"" title=""Honsel"">Honsel</a></p><p><strong>Wykonanie:</strong> metal / tworzywo</p>
<p><strong>Kolor:</strong> nikiel matt / chrom</p>
<p>Abażur w kolorze białym</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 46W - nie w komplecie</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 53 cm</p>
<p>Szerokość:  oval 38 cm x 21 cm</p>",https://www.cudownelampy.pl/files/lampa-stolowa-finn-honsel-94851.jpg,329.00,Lampa stołowa FINN Honsel 94851
141,"pl_lampy-stolowe,25","<p><strong>Produkt:</strong> Lampa stołowa MODENA firmy Wofi 8273.01.70.0250</p>
<p>Kolor: srebrny</p>
<p><strong>Wykonanie:</strong> Metal</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p><strong>Wymiary:</strong></p>
<p>Średnica: 25 cm </p>
<p>Dobrze dobrana <a href=""lampy-stolowe.html"">lampa stołowa</a> nadaje pomieszczeniu nowy wygląd i indywidualny charakter.</p>",https://www.cudownelampy.pl/files/lampa-stolowa-modena-wofi-827301.jpg,149.00,Lampa stołowa MODENA Wofi 8273.01
142,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/honsel.html"" title=""Honsel"">Honsel</a></p><p><strong>Wykonanie:</strong> ceramika, abażur</p>
<p>Kolor: czarny, srebrny</p>
<p>Klosz owalny</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 50W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 60 cm</p>
<p>Szerokość: 45 cm x 25 cm</p>
<p>Dobrze dobrana <a href=""lampy-stolowe.html"">lampa stołowa</a> nadaje pomieszczeniu nowy wygląd i indywidualny charakter.</p>",https://www.cudownelampy.pl/files/lampa-stolowa-shine-schwarz-honsel-13199.jpg,449.00,Lampa stołowa SHINE SCHWARZ Honsel 13199
143,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/honsel.html"" title=""Honsel"">Honsel</a></p><p><strong>Wykonanie:</strong> ceramika, abażur</p>
<p>Kolor: ciemny szary + chrom</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 97 cm</p>
<p>Szerokość: 34 cm</p>",https://www.cudownelampy.pl/files/lampa-stolowa-stone-honsel-54122.jpg,349.00,Lampa stołowa STONE Honsel 54122
144,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/honsel.html"" title=""Honsel"">Honsel</a></p><p><strong>Wykonanie:</strong> metal, abażur</p>
<p>Kolor: nikiel matt, kolor drewna</p>
<p><strong>Źródło światła:</strong> 1 x E14 max 30W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 45 cm</p>
<p>Szerokość: 28 cm</p>
<p>Dobrze dobrana <a href=""lampy-stolowe.html"">lampa stołowa</a> nadaje pomieszczeniu indywidualny charakter i nowy wygląd.</p>",https://www.cudownelampy.pl/files/lampa-stolowa-x-honsel-59250.jpg,369.00,Lampa stołowa X Honsel 59250
145,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/honsel.html"" title=""Honsel"">Honsel</a></p><p><strong>Wykonanie:</strong> metal, abażur</p>
<p>Kolor: chrom, cappucino</p>
<p><strong>Źródło światła:</strong> 1 x E14 max 30W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Wysokość: 25 cm</p>
<p>Abazur owalny : 20 cm x 10 cm</p>
<p>Dobrze dobrana <a href=""lampy-stolowe.html"">lampa stołowa</a> nadaje pomieszczeniu indywidualny charakter i nowy wygląd.</p>",https://www.cudownelampy.pl/files/lampa-stolowa-yimmi-honsel-52251.jpg,90.00,Lampa stołowa YIMMI Honsel 52251
146,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/paul-neuhaus.html"" title=""Paul Neuhaus"">Paul Neuhaus</a></p><p><strong>Wykonanie:</strong> Metal / szkło</p>
<p><strong>Kolor:</strong> czarny</p>
<p><strong>Źródło światła:</strong> 2 x G9 max 3W LED - nie w komplecie</p>
<p>Klasa eneregtyczna: G - A</p>
<p><strong>Wymiary:</strong></p>
<p>Szerokość: 20 cm x 16 cm</p>
<p>Wysokość: 52 cm</p>",https://www.cudownelampy.pl/files/lampka-stolowa-widow-paul-neuhaus-4040-18.jpg,354.00,Lampka stołowa WIDOW Paul Neuhaus 4040-18
147,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/tk-lighting.html"" title=""Tk Lighting"">Tk Lighting</a></p><p><strong>Wykonanie:</strong> drewno, abażur</p>
<p>Kolor do wyboru:</p>
<p>- biały 667</p>
<p>- szary 668</p>
<p><strong>Źródło światła:</strong> 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Szerokość: 32 cm</p>
<p>Wysokość: 48 cm</p>
<p>Dobrze dobrana <a href=""lampy-stolowe.html"">lampa stołowa</a> nadaje pomieszczeniu indywidualny charakter i nowy wygląd.</p>",https://www.cudownelampy.pl/files/lamka-stolowa-vaio-white-gray-tk-lighting-667-668-kolor-do-wyboru.jpg,194.00,Lamka stołowa VAIO WHITE GRAY TK Lighting 667 668 - kolor do wyboru
148,"pl_lampy-stolowe,25","<p><strong>Wykonanie:</strong> metal, tkanina, drewno</p>
<p>Ciemne drewno</p>
<p><strong>Źródło światła:</strong> 1 x E14 max 40W - nie w komplecie</p>
<p>Klasa eneregtyczna: E - A++</p>
<p><strong>Wymiary:</strong></p>
<p>Szerokość: 15 cm x 15 cm</p>
<p>Wysokość: 44,5 cm</p>",https://www.cudownelampy.pl/files/lampa-stolowa-abuja-paul-neuchten-825120.jpg,299.00,Lampa stołowa ABUJA Paul Neuchten 825120
149,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/zuma-line.html"" title=""Zuma Line"">Zuma Line</a></p><p>Wykonanie: szkło, tkanina</p>
<p>Kolor: czarny, biały, transparentny</p>
<p>Wymiary:</p>
<p>Szerokość: 40 cm</p>
<p>Wysokość: 44 cm </p>
<p>Źródło światła: 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G -A</p>
<p> </p>",https://www.cudownelampy.pl/files/lampa-stolowa-adana-grafit-zuma-line-5521wh.jpg,349.00,Lampa stołowa ADANA GRAFIT Zuma Line 5521WH
150,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/zuma-line.html"" title=""Zuma Line"">Zuma Line</a></p><p>Wykonanie: szkło, tkanina</p>
<p>Kolor: czarny, biały, transparentny</p>
<p>Wymiary:</p>
<p>Szerokość: 40 cm</p>
<p>Wysokość: 44 cm </p>
<p>Źródło światła: 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G -A</p>
<p> </p>",https://www.cudownelampy.pl/files/lampa-stolowa-adana-grafit-zuma-line-5522bk.jpg,349.00,Lampa stołowa ADANA GRAFIT Zuma Line 5522BK
151,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/zuma-line.html"" title=""Zuma Line"">Zuma Line</a></p><p>Wykonanie: szkło, tkanina</p>
<p>Kolor: czarny, biały</p>
<p>Wymiary:</p>
<p>Szerokość: 40 cm</p>
<p>Wysokość: 44 cm </p>
<p>Źródło światła: 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G -A</p>
<p> </p>",https://www.cudownelampy.pl/files/lampa-stolowa-adana-krezle-zuma-line-5524wh.jpg,449.00,Lampa stołowa ADANA KREZLE Zuma Line 5524WH
152,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/zuma-line.html"" title=""Zuma Line"">Zuma Line</a></p><p>Wykonanie: szkło, tkanina</p>
<p>Kolor: czarny, biały</p>
<p>Wymiary:</p>
<p>Szerokość: 40 cm</p>
<p>Wysokość: 44 cm </p>
<p>Źródło światła: 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G -A</p>
<p> </p>",https://www.cudownelampy.pl/files/lampa-stolowa-adana-krezle-zuma-line-5525bk.jpg,449.00,Lampa stołowa ADANA KREZLE Zuma Line 5525BK
153,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/zuma-line.html"" title=""Zuma Line"">Zuma Line</a></p><p>Wykonanie: szkło, tkanina</p>
<p>Kolor: czarny, biały, złoty</p>
<p>Wymiary:</p>
<p>Szerokość: 40 cm</p>
<p>Wysokość: 44 cm </p>
<p>Źródło światła: 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G -A</p>
<p> </p>",https://www.cudownelampy.pl/files/lampa-podlogowa-adana-krezle-zuma-line-5526bkgo.jpg,449.00,Lampa stołowa ADANA KREZLE Zuma Line 5526BKGO
154,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/zuma-line.html"" title=""Zuma Line"">Zuma Line</a></p><p>Wykonanie: szkło, tkanina</p>
<p>Kolor: biały, transparentny</p>
<p>Wymiary:</p>
<p>Szerokość: 40 cm</p>
<p>Wysokość: 44 cm </p>
<p>Źródło światła: 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G -A</p>
<p> </p>",https://www.cudownelampy.pl/files/lampa-stolowa-adana-transparent-zuma-line-5518wh.jpg,349.00,Lampa stołowa ADANA TRANSPARENT Zuma Line 5518WH
155,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/zuma-line.html"" title=""Zuma Line"">Zuma Line</a></p><p>Wykonanie: szkło, tkanina</p>
<p>Kolor: czarny, biały, transparentny</p>
<p>Wymiary:</p>
<p>Szerokość: 40 cm</p>
<p>Wysokość: 44 cm </p>
<p>Źródło światła: 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G -A</p>
<p> </p>",https://www.cudownelampy.pl/files/lampa-stolowa-adana-transparent-zuma-line-5519bk.jpg,349.00,Lampa stołowa ADANA TRANSPARENT Zuma Line 5519BK
156,"pl_lampy-stolowe,25","<p><strong>Producent: </strong><a href=""https://www.cudownelampy.pl/zuma-line.html"" title=""Zuma Line"">Zuma Line</a></p><p>Wykonanie: szkło, tkanina</p>
<p>Kolor: czarny, złoty, transparentny</p>
<p>Wymiary:</p>
<p>Szerokość: 40 cm</p>
<p>Wysokość: 44 cm </p>
<p>Źródło światła: 1 x E27 max 60W - nie w komplecie</p>
<p>Klasa energetyczna: G -A</p>
<p> </p>",https://www.cudownelampy.pl/files/lampa-stolowa-adana-transparent-zuma-line-5520bkgo.jpg,349.00,Lampa stołowa ADANA TRANSPARENT Zuma Line 5520BKGO
